SEQ,SITE_CODE,SITE_NAME,FATHER_AGE,MOTHER_AGE,BIRTH_CNT,SEX,UPDATE_DATE
18401,67000200,臺南市新市區,25～29歲,30～34歲,3,男,2021-02-02
18402,67000200,臺南市新市區,25～29歲,35～39歲,1,男,2021-02-02
18403,67000200,臺南市新市區,25～29歲,40～44歲,0,男,2021-02-02
18404,67000200,臺南市新市區,25～29歲,45～49歲,0,男,2021-02-02
18405,67000200,臺南市新市區,25～29歲,50歲以上,0,男,2021-02-02
18406,67000200,臺南市新市區,25～29歲,未滿15歲,0,女,2021-02-02
18407,67000200,臺南市新市區,25～29歲,15～19歲,1,女,2021-02-02
18408,67000200,臺南市新市區,25～29歲,20～24歲,2,女,2021-02-02
18409,67000200,臺南市新市區,25～29歲,25～29歲,14,女,2021-02-02
18410,67000200,臺南市新市區,25～29歲,30～34歲,3,女,2021-02-02
18411,67000200,臺南市新市區,25～29歲,35～39歲,0,女,2021-02-02
18412,67000200,臺南市新市區,25～29歲,40～44歲,0,女,2021-02-02
18413,67000200,臺南市新市區,25～29歲,45～49歲,0,女,2021-02-02
18414,67000200,臺南市新市區,25～29歲,50歲以上,0,女,2021-02-02
18415,67000200,臺南市新市區,30～34歲,未滿15歲,0,男,2021-02-02
18416,67000200,臺南市新市區,30～34歲,15～19歲,0,男,2021-02-02
18417,67000200,臺南市新市區,30～34歲,20～24歲,1,男,2021-02-02
18418,67000200,臺南市新市區,30～34歲,25～29歲,11,男,2021-02-02
18419,67000200,臺南市新市區,30～34歲,30～34歲,29,男,2021-02-02
18420,67000200,臺南市新市區,30～34歲,35～39歲,8,男,2021-02-02
18421,67000200,臺南市新市區,30～34歲,40～44歲,2,男,2021-02-02
18422,67000200,臺南市新市區,30～34歲,45～49歲,0,男,2021-02-02
18423,67000200,臺南市新市區,30～34歲,50歲以上,0,男,2021-02-02
18424,67000200,臺南市新市區,30～34歲,未滿15歲,0,女,2021-02-02
18425,67000200,臺南市新市區,30～34歲,15～19歲,1,女,2021-02-02
18426,67000200,臺南市新市區,30～34歲,20～24歲,0,女,2021-02-02
18427,67000200,臺南市新市區,30～34歲,25～29歲,13,女,2021-02-02
18428,67000200,臺南市新市區,30～34歲,30～34歲,25,女,2021-02-02
18429,67000200,臺南市新市區,30～34歲,35～39歲,6,女,2021-02-02
18430,67000200,臺南市新市區,30～34歲,40～44歲,0,女,2021-02-02
18431,67000200,臺南市新市區,30～34歲,45～49歲,0,女,2021-02-02
18432,67000200,臺南市新市區,30～34歲,50歲以上,0,女,2021-02-02
18433,67000200,臺南市新市區,35～39歲,未滿15歲,0,男,2021-02-02
18434,67000200,臺南市新市區,35～39歲,15～19歲,0,男,2021-02-02
18435,67000200,臺南市新市區,35～39歲,20～24歲,0,男,2021-02-02
18436,67000200,臺南市新市區,35～39歲,25～29歲,5,男,2021-02-02
18437,67000200,臺南市新市區,35～39歲,30～34歲,21,男,2021-02-02
18438,67000200,臺南市新市區,35～39歲,35～39歲,14,男,2021-02-02
18439,67000200,臺南市新市區,35～39歲,40～44歲,2,男,2021-02-02
18440,67000200,臺南市新市區,35～39歲,45～49歲,0,男,2021-02-02
18441,67000200,臺南市新市區,35～39歲,50歲以上,0,男,2021-02-02
18442,67000200,臺南市新市區,35～39歲,未滿15歲,0,女,2021-02-02
18443,67000200,臺南市新市區,35～39歲,15～19歲,0,女,2021-02-02
18444,67000200,臺南市新市區,35～39歲,20～24歲,0,女,2021-02-02
18445,67000200,臺南市新市區,35～39歲,25～29歲,3,女,2021-02-02
18446,67000200,臺南市新市區,35～39歲,30～34歲,10,女,2021-02-02
18447,67000200,臺南市新市區,35～39歲,35～39歲,20,女,2021-02-02
18448,67000200,臺南市新市區,35～39歲,40～44歲,3,女,2021-02-02
18449,67000200,臺南市新市區,35～39歲,45～49歲,0,女,2021-02-02
18450,67000200,臺南市新市區,35～39歲,50歲以上,0,女,2021-02-02
18451,67000200,臺南市新市區,40～44歲,未滿15歲,0,男,2021-02-02
18452,67000200,臺南市新市區,40～44歲,15～19歲,0,男,2021-02-02
18453,67000200,臺南市新市區,40～44歲,20～24歲,0,男,2021-02-02
18454,67000200,臺南市新市區,40～44歲,25～29歲,2,男,2021-02-02
18455,67000200,臺南市新市區,40～44歲,30～34歲,7,男,2021-02-02
18456,67000200,臺南市新市區,40～44歲,35～39歲,9,男,2021-02-02
18457,67000200,臺南市新市區,40～44歲,40～44歲,2,男,2021-02-02
18458,67000200,臺南市新市區,40～44歲,45～49歲,0,男,2021-02-02
18459,67000200,臺南市新市區,40～44歲,50歲以上,0,男,2021-02-02
18460,67000200,臺南市新市區,40～44歲,未滿15歲,0,女,2021-02-02
18461,67000200,臺南市新市區,40～44歲,15～19歲,0,女,2021-02-02
18462,67000200,臺南市新市區,40～44歲,20～24歲,1,女,2021-02-02
18463,67000200,臺南市新市區,40～44歲,25～29歲,0,女,2021-02-02
18464,67000200,臺南市新市區,40～44歲,30～34歲,3,女,2021-02-02
18465,67000200,臺南市新市區,40～44歲,35～39歲,10,女,2021-02-02
18466,67000200,臺南市新市區,40～44歲,40～44歲,3,女,2021-02-02
18467,67000200,臺南市新市區,40～44歲,45～49歲,0,女,2021-02-02
18468,67000200,臺南市新市區,40～44歲,50歲以上,0,女,2021-02-02
18469,67000200,臺南市新市區,45～49歲,未滿15歲,0,男,2021-02-02
18470,67000200,臺南市新市區,45～49歲,15～19歲,0,男,2021-02-02
18471,67000200,臺南市新市區,45～49歲,20～24歲,0,男,2021-02-02
18472,67000200,臺南市新市區,45～49歲,25～29歲,0,男,2021-02-02
18473,67000200,臺南市新市區,45～49歲,30～34歲,0,男,2021-02-02
18474,67000200,臺南市新市區,45～49歲,35～39歲,0,男,2021-02-02
18475,67000200,臺南市新市區,45～49歲,40～44歲,5,男,2021-02-02
18476,67000200,臺南市新市區,45～49歲,45～49歲,0,男,2021-02-02
18477,67000200,臺南市新市區,45～49歲,50歲以上,0,男,2021-02-02
18478,67000200,臺南市新市區,45～49歲,未滿15歲,0,女,2021-02-02
18479,67000200,臺南市新市區,45～49歲,15～19歲,0,女,2021-02-02
18480,67000200,臺南市新市區,45～49歲,20～24歲,0,女,2021-02-02
18481,67000200,臺南市新市區,45～49歲,25～29歲,2,女,2021-02-02
18482,67000200,臺南市新市區,45～49歲,30～34歲,0,女,2021-02-02
18483,67000200,臺南市新市區,45～49歲,35～39歲,2,女,2021-02-02
18484,67000200,臺南市新市區,45～49歲,40～44歲,1,女,2021-02-02
18485,67000200,臺南市新市區,45～49歲,45～49歲,0,女,2021-02-02
18486,67000200,臺南市新市區,45～49歲,50歲以上,0,女,2021-02-02
18487,67000200,臺南市新市區,50～54歲,未滿15歲,0,男,2021-02-02
18488,67000200,臺南市新市區,50～54歲,15～19歲,0,男,2021-02-02
18489,67000200,臺南市新市區,50～54歲,20～24歲,0,男,2021-02-02
18490,67000200,臺南市新市區,50～54歲,25～29歲,0,男,2021-02-02
18491,67000200,臺南市新市區,50～54歲,30～34歲,0,男,2021-02-02
18492,67000200,臺南市新市區,50～54歲,35～39歲,0,男,2021-02-02
18493,67000200,臺南市新市區,50～54歲,40～44歲,1,男,2021-02-02
18494,67000200,臺南市新市區,50～54歲,45～49歲,0,男,2021-02-02
18495,67000200,臺南市新市區,50～54歲,50歲以上,0,男,2021-02-02
18496,67000200,臺南市新市區,50～54歲,未滿15歲,0,女,2021-02-02
18497,67000200,臺南市新市區,50～54歲,15～19歲,0,女,2021-02-02
18498,67000200,臺南市新市區,50～54歲,20～24歲,0,女,2021-02-02
18499,67000200,臺南市新市區,50～54歲,25～29歲,0,女,2021-02-02
18500,67000200,臺南市新市區,50～54歲,30～34歲,0,女,2021-02-02
18501,67000200,臺南市新市區,50～54歲,35～39歲,1,女,2021-02-02
18502,67000200,臺南市新市區,50～54歲,40～44歲,0,女,2021-02-02
18503,67000200,臺南市新市區,50～54歲,45～49歲,0,女,2021-02-02
18504,67000200,臺南市新市區,50～54歲,50歲以上,0,女,2021-02-02
18505,67000200,臺南市新市區,55～59歲,未滿15歲,0,男,2021-02-02
18506,67000200,臺南市新市區,55～59歲,15～19歲,0,男,2021-02-02
18507,67000200,臺南市新市區,55～59歲,20～24歲,0,男,2021-02-02
18508,67000200,臺南市新市區,55～59歲,25～29歲,0,男,2021-02-02
18509,67000200,臺南市新市區,55～59歲,30～34歲,0,男,2021-02-02
18510,67000200,臺南市新市區,55～59歲,35～39歲,0,男,2021-02-02
18511,67000200,臺南市新市區,55～59歲,40～44歲,0,男,2021-02-02
18512,67000200,臺南市新市區,55～59歲,45～49歲,0,男,2021-02-02
18513,67000200,臺南市新市區,55～59歲,50歲以上,0,男,2021-02-02
18514,67000200,臺南市新市區,55～59歲,未滿15歲,0,女,2021-02-02
18515,67000200,臺南市新市區,55～59歲,15～19歲,0,女,2021-02-02
18516,67000200,臺南市新市區,55～59歲,20～24歲,0,女,2021-02-02
18517,67000200,臺南市新市區,55～59歲,25～29歲,0,女,2021-02-02
18518,67000200,臺南市新市區,55～59歲,30～34歲,0,女,2021-02-02
18519,67000200,臺南市新市區,55～59歲,35～39歲,0,女,2021-02-02
18520,67000200,臺南市新市區,55～59歲,40～44歲,0,女,2021-02-02
18521,67000200,臺南市新市區,55～59歲,45～49歲,0,女,2021-02-02
18522,67000200,臺南市新市區,55～59歲,50歲以上,0,女,2021-02-02
18523,67000200,臺南市新市區,60歲以上,未滿15歲,0,男,2021-02-02
18524,67000200,臺南市新市區,60歲以上,15～19歲,0,男,2021-02-02
18525,67000200,臺南市新市區,60歲以上,20～24歲,0,男,2021-02-02
18526,67000200,臺南市新市區,60歲以上,25～29歲,0,男,2021-02-02
18527,67000200,臺南市新市區,60歲以上,30～34歲,1,男,2021-02-02
18528,67000200,臺南市新市區,60歲以上,35～39歲,0,男,2021-02-02
18529,67000200,臺南市新市區,60歲以上,40～44歲,0,男,2021-02-02
18530,67000200,臺南市新市區,60歲以上,45～49歲,0,男,2021-02-02
18531,67000200,臺南市新市區,60歲以上,50歲以上,0,男,2021-02-02
18532,67000200,臺南市新市區,60歲以上,未滿15歲,0,女,2021-02-02
18533,67000200,臺南市新市區,60歲以上,15～19歲,0,女,2021-02-02
18534,67000200,臺南市新市區,60歲以上,20～24歲,0,女,2021-02-02
18535,67000200,臺南市新市區,60歲以上,25～29歲,0,女,2021-02-02
18536,67000200,臺南市新市區,60歲以上,30～34歲,0,女,2021-02-02
18537,67000200,臺南市新市區,60歲以上,35～39歲,0,女,2021-02-02
18538,67000200,臺南市新市區,60歲以上,40～44歲,0,女,2021-02-02
18539,67000200,臺南市新市區,60歲以上,45～49歲,0,女,2021-02-02
18540,67000200,臺南市新市區,60歲以上,50歲以上,0,女,2021-02-02
18541,67000210,臺南市安定區,未滿20歲,未滿15歲,0,男,2021-02-02
18542,67000210,臺南市安定區,未滿20歲,15～19歲,0,男,2021-02-02
18543,67000210,臺南市安定區,未滿20歲,20～24歲,0,男,2021-02-02
18544,67000210,臺南市安定區,未滿20歲,25～29歲,0,男,2021-02-02
18545,67000210,臺南市安定區,未滿20歲,30～34歲,0,男,2021-02-02
18546,67000210,臺南市安定區,未滿20歲,35～39歲,0,男,2021-02-02
18547,67000210,臺南市安定區,未滿20歲,40～44歲,0,男,2021-02-02
18548,67000210,臺南市安定區,未滿20歲,45～49歲,0,男,2021-02-02
18549,67000210,臺南市安定區,未滿20歲,50歲以上,0,男,2021-02-02
18550,67000210,臺南市安定區,未滿20歲,未滿15歲,0,女,2021-02-02
18551,67000210,臺南市安定區,未滿20歲,15～19歲,0,女,2021-02-02
18552,67000210,臺南市安定區,未滿20歲,20～24歲,0,女,2021-02-02
18553,67000210,臺南市安定區,未滿20歲,25～29歲,0,女,2021-02-02
18554,67000210,臺南市安定區,未滿20歲,30～34歲,0,女,2021-02-02
18555,67000210,臺南市安定區,未滿20歲,35～39歲,0,女,2021-02-02
18556,67000210,臺南市安定區,未滿20歲,40～44歲,0,女,2021-02-02
18557,67000210,臺南市安定區,未滿20歲,45～49歲,0,女,2021-02-02
18558,67000210,臺南市安定區,未滿20歲,50歲以上,0,女,2021-02-02
18559,67000210,臺南市安定區,20～24歲,未滿15歲,0,男,2021-02-02
18560,67000210,臺南市安定區,20～24歲,15～19歲,0,男,2021-02-02
18561,67000210,臺南市安定區,20～24歲,20～24歲,5,男,2021-02-02
18562,67000210,臺南市安定區,20～24歲,25～29歲,1,男,2021-02-02
18563,67000210,臺南市安定區,20～24歲,30～34歲,0,男,2021-02-02
18564,67000210,臺南市安定區,20～24歲,35～39歲,0,男,2021-02-02
18565,67000210,臺南市安定區,20～24歲,40～44歲,0,男,2021-02-02
18566,67000210,臺南市安定區,20～24歲,45～49歲,0,男,2021-02-02
18567,67000210,臺南市安定區,20～24歲,50歲以上,0,男,2021-02-02
18568,67000210,臺南市安定區,20～24歲,未滿15歲,0,女,2021-02-02
18569,67000210,臺南市安定區,20～24歲,15～19歲,0,女,2021-02-02
18570,67000210,臺南市安定區,20～24歲,20～24歲,4,女,2021-02-02
18571,67000210,臺南市安定區,20～24歲,25～29歲,2,女,2021-02-02
18572,67000210,臺南市安定區,20～24歲,30～34歲,0,女,2021-02-02
18573,67000210,臺南市安定區,20～24歲,35～39歲,0,女,2021-02-02
18574,67000210,臺南市安定區,20～24歲,40～44歲,0,女,2021-02-02
18575,67000210,臺南市安定區,20～24歲,45～49歲,0,女,2021-02-02
18576,67000210,臺南市安定區,20～24歲,50歲以上,0,女,2021-02-02
18577,67000210,臺南市安定區,25～29歲,未滿15歲,0,男,2021-02-02
18578,67000210,臺南市安定區,25～29歲,15～19歲,0,男,2021-02-02
18579,67000210,臺南市安定區,25～29歲,20～24歲,4,男,2021-02-02
18580,67000210,臺南市安定區,25～29歲,25～29歲,11,男,2021-02-02
18581,67000210,臺南市安定區,25～29歲,30～34歲,3,男,2021-02-02
18582,67000210,臺南市安定區,25～29歲,35～39歲,0,男,2021-02-02
18583,67000210,臺南市安定區,25～29歲,40～44歲,0,男,2021-02-02
18584,67000210,臺南市安定區,25～29歲,45～49歲,0,男,2021-02-02
18585,67000210,臺南市安定區,25～29歲,50歲以上,0,男,2021-02-02
18586,67000210,臺南市安定區,25～29歲,未滿15歲,0,女,2021-02-02
18587,67000210,臺南市安定區,25～29歲,15～19歲,0,女,2021-02-02
18588,67000210,臺南市安定區,25～29歲,20～24歲,4,女,2021-02-02
18589,67000210,臺南市安定區,25～29歲,25～29歲,6,女,2021-02-02
18590,67000210,臺南市安定區,25～29歲,30～34歲,4,女,2021-02-02
18591,67000210,臺南市安定區,25～29歲,35～39歲,0,女,2021-02-02
18592,67000210,臺南市安定區,25～29歲,40～44歲,0,女,2021-02-02
18593,67000210,臺南市安定區,25～29歲,45～49歲,0,女,2021-02-02
18594,67000210,臺南市安定區,25～29歲,50歲以上,0,女,2021-02-02
18595,67000210,臺南市安定區,30～34歲,未滿15歲,0,男,2021-02-02
18596,67000210,臺南市安定區,30～34歲,15～19歲,0,男,2021-02-02
18597,67000210,臺南市安定區,30～34歲,20～24歲,1,男,2021-02-02
18598,67000210,臺南市安定區,30～34歲,25～29歲,9,男,2021-02-02
18599,67000210,臺南市安定區,30～34歲,30～34歲,21,男,2021-02-02
18600,67000210,臺南市安定區,30～34歲,35～39歲,3,男,2021-02-02
18601,67000210,臺南市安定區,30～34歲,40～44歲,0,男,2021-02-02
18602,67000210,臺南市安定區,30～34歲,45～49歲,0,男,2021-02-02
18603,67000210,臺南市安定區,30～34歲,50歲以上,0,男,2021-02-02
18604,67000210,臺南市安定區,30～34歲,未滿15歲,0,女,2021-02-02
18605,67000210,臺南市安定區,30～34歲,15～19歲,0,女,2021-02-02
18606,67000210,臺南市安定區,30～34歲,20～24歲,0,女,2021-02-02
18607,67000210,臺南市安定區,30～34歲,25～29歲,6,女,2021-02-02
18608,67000210,臺南市安定區,30～34歲,30～34歲,20,女,2021-02-02
18609,67000210,臺南市安定區,30～34歲,35～39歲,4,女,2021-02-02
18610,67000210,臺南市安定區,30～34歲,40～44歲,1,女,2021-02-02
18611,67000210,臺南市安定區,30～34歲,45～49歲,0,女,2021-02-02
18612,67000210,臺南市安定區,30～34歲,50歲以上,0,女,2021-02-02
18613,67000210,臺南市安定區,35～39歲,未滿15歲,0,男,2021-02-02
18614,67000210,臺南市安定區,35～39歲,15～19歲,0,男,2021-02-02
18615,67000210,臺南市安定區,35～39歲,20～24歲,2,男,2021-02-02
18616,67000210,臺南市安定區,35～39歲,25～29歲,2,男,2021-02-02
18617,67000210,臺南市安定區,35～39歲,30～34歲,9,男,2021-02-02
18618,67000210,臺南市安定區,35～39歲,35～39歲,10,男,2021-02-02
18619,67000210,臺南市安定區,35～39歲,40～44歲,2,男,2021-02-02
18620,67000210,臺南市安定區,35～39歲,45～49歲,0,男,2021-02-02
18621,67000210,臺南市安定區,35～39歲,50歲以上,0,男,2021-02-02
18622,67000210,臺南市安定區,35～39歲,未滿15歲,0,女,2021-02-02
18623,67000210,臺南市安定區,35～39歲,15～19歲,0,女,2021-02-02
18624,67000210,臺南市安定區,35～39歲,20～24歲,0,女,2021-02-02
18625,67000210,臺南市安定區,35～39歲,25～29歲,3,女,2021-02-02
18626,67000210,臺南市安定區,35～39歲,30～34歲,6,女,2021-02-02
18627,67000210,臺南市安定區,35～39歲,35～39歲,8,女,2021-02-02
18628,67000210,臺南市安定區,35～39歲,40～44歲,0,女,2021-02-02
18629,67000210,臺南市安定區,35～39歲,45～49歲,0,女,2021-02-02
18630,67000210,臺南市安定區,35～39歲,50歲以上,0,女,2021-02-02
18631,67000210,臺南市安定區,40～44歲,未滿15歲,0,男,2021-02-02
18632,67000210,臺南市安定區,40～44歲,15～19歲,0,男,2021-02-02
18633,67000210,臺南市安定區,40～44歲,20～24歲,1,男,2021-02-02
18634,67000210,臺南市安定區,40～44歲,25～29歲,0,男,2021-02-02
18635,67000210,臺南市安定區,40～44歲,30～34歲,2,男,2021-02-02
18636,67000210,臺南市安定區,40～44歲,35～39歲,9,男,2021-02-02
18637,67000210,臺南市安定區,40～44歲,40～44歲,1,男,2021-02-02
18638,67000210,臺南市安定區,40～44歲,45～49歲,0,男,2021-02-02
18639,67000210,臺南市安定區,40～44歲,50歲以上,0,男,2021-02-02
18640,67000210,臺南市安定區,40～44歲,未滿15歲,0,女,2021-02-02
18641,67000210,臺南市安定區,40～44歲,15～19歲,0,女,2021-02-02
18642,67000210,臺南市安定區,40～44歲,20～24歲,1,女,2021-02-02
18643,67000210,臺南市安定區,40～44歲,25～29歲,2,女,2021-02-02
18644,67000210,臺南市安定區,40～44歲,30～34歲,1,女,2021-02-02
18645,67000210,臺南市安定區,40～44歲,35～39歲,3,女,2021-02-02
18646,67000210,臺南市安定區,40～44歲,40～44歲,1,女,2021-02-02
18647,67000210,臺南市安定區,40～44歲,45～49歲,0,女,2021-02-02
18648,67000210,臺南市安定區,40～44歲,50歲以上,0,女,2021-02-02
18649,67000210,臺南市安定區,45～49歲,未滿15歲,0,男,2021-02-02
18650,67000210,臺南市安定區,45～49歲,15～19歲,0,男,2021-02-02
18651,67000210,臺南市安定區,45～49歲,20～24歲,1,男,2021-02-02
18652,67000210,臺南市安定區,45～49歲,25～29歲,0,男,2021-02-02
18653,67000210,臺南市安定區,45～49歲,30～34歲,1,男,2021-02-02
18654,67000210,臺南市安定區,45～49歲,35～39歲,1,男,2021-02-02
18655,67000210,臺南市安定區,45～49歲,40～44歲,0,男,2021-02-02
18656,67000210,臺南市安定區,45～49歲,45～49歲,0,男,2021-02-02
18657,67000210,臺南市安定區,45～49歲,50歲以上,0,男,2021-02-02
18658,67000210,臺南市安定區,45～49歲,未滿15歲,0,女,2021-02-02
18659,67000210,臺南市安定區,45～49歲,15～19歲,0,女,2021-02-02
18660,67000210,臺南市安定區,45～49歲,20～24歲,0,女,2021-02-02
18661,67000210,臺南市安定區,45～49歲,25～29歲,0,女,2021-02-02
18662,67000210,臺南市安定區,45～49歲,30～34歲,0,女,2021-02-02
18663,67000210,臺南市安定區,45～49歲,35～39歲,1,女,2021-02-02
18664,67000210,臺南市安定區,45～49歲,40～44歲,2,女,2021-02-02
18665,67000210,臺南市安定區,45～49歲,45～49歲,0,女,2021-02-02
18666,67000210,臺南市安定區,45～49歲,50歲以上,0,女,2021-02-02
18667,67000210,臺南市安定區,50～54歲,未滿15歲,0,男,2021-02-02
18668,67000210,臺南市安定區,50～54歲,15～19歲,0,男,2021-02-02
18669,67000210,臺南市安定區,50～54歲,20～24歲,0,男,2021-02-02
18670,67000210,臺南市安定區,50～54歲,25～29歲,0,男,2021-02-02
18671,67000210,臺南市安定區,50～54歲,30～34歲,0,男,2021-02-02
18672,67000210,臺南市安定區,50～54歲,35～39歲,0,男,2021-02-02
18673,67000210,臺南市安定區,50～54歲,40～44歲,0,男,2021-02-02
18674,67000210,臺南市安定區,50～54歲,45～49歲,2,男,2021-02-02
18675,67000210,臺南市安定區,50～54歲,50歲以上,0,男,2021-02-02
18676,67000210,臺南市安定區,50～54歲,未滿15歲,0,女,2021-02-02
18677,67000210,臺南市安定區,50～54歲,15～19歲,0,女,2021-02-02
18678,67000210,臺南市安定區,50～54歲,20～24歲,0,女,2021-02-02
18679,67000210,臺南市安定區,50～54歲,25～29歲,0,女,2021-02-02
18680,67000210,臺南市安定區,50～54歲,30～34歲,0,女,2021-02-02
18681,67000210,臺南市安定區,50～54歲,35～39歲,0,女,2021-02-02
18682,67000210,臺南市安定區,50～54歲,40～44歲,0,女,2021-02-02
18683,67000210,臺南市安定區,50～54歲,45～49歲,0,女,2021-02-02
18684,67000210,臺南市安定區,50～54歲,50歲以上,0,女,2021-02-02
18685,67000210,臺南市安定區,55～59歲,未滿15歲,0,男,2021-02-02
18686,67000210,臺南市安定區,55～59歲,15～19歲,0,男,2021-02-02
18687,67000210,臺南市安定區,55～59歲,20～24歲,0,男,2021-02-02
18688,67000210,臺南市安定區,55～59歲,25～29歲,0,男,2021-02-02
18689,67000210,臺南市安定區,55～59歲,30～34歲,0,男,2021-02-02
18690,67000210,臺南市安定區,55～59歲,35～39歲,1,男,2021-02-02
18691,67000210,臺南市安定區,55～59歲,40～44歲,0,男,2021-02-02
18692,67000210,臺南市安定區,55～59歲,45～49歲,0,男,2021-02-02
18693,67000210,臺南市安定區,55～59歲,50歲以上,0,男,2021-02-02
18694,67000210,臺南市安定區,55～59歲,未滿15歲,0,女,2021-02-02
18695,67000210,臺南市安定區,55～59歲,15～19歲,0,女,2021-02-02
18696,67000210,臺南市安定區,55～59歲,20～24歲,0,女,2021-02-02
18697,67000210,臺南市安定區,55～59歲,25～29歲,0,女,2021-02-02
18698,67000210,臺南市安定區,55～59歲,30～34歲,0,女,2021-02-02
18699,67000210,臺南市安定區,55～59歲,35～39歲,0,女,2021-02-02
18700,67000210,臺南市安定區,55～59歲,40～44歲,0,女,2021-02-02
18701,67000210,臺南市安定區,55～59歲,45～49歲,0,女,2021-02-02
18702,67000210,臺南市安定區,55～59歲,50歲以上,0,女,2021-02-02
18703,67000210,臺南市安定區,60歲以上,未滿15歲,0,男,2021-02-02
18704,67000210,臺南市安定區,60歲以上,15～19歲,0,男,2021-02-02
18705,67000210,臺南市安定區,60歲以上,20～24歲,0,男,2021-02-02
18706,67000210,臺南市安定區,60歲以上,25～29歲,0,男,2021-02-02
18707,67000210,臺南市安定區,60歲以上,30～34歲,0,男,2021-02-02
18708,67000210,臺南市安定區,60歲以上,35～39歲,0,男,2021-02-02
18709,67000210,臺南市安定區,60歲以上,40～44歲,0,男,2021-02-02
18710,67000210,臺南市安定區,60歲以上,45～49歲,0,男,2021-02-02
18711,67000210,臺南市安定區,60歲以上,50歲以上,0,男,2021-02-02
18712,67000210,臺南市安定區,60歲以上,未滿15歲,0,女,2021-02-02
18713,67000210,臺南市安定區,60歲以上,15～19歲,0,女,2021-02-02
18714,67000210,臺南市安定區,60歲以上,20～24歲,0,女,2021-02-02
18715,67000210,臺南市安定區,60歲以上,25～29歲,0,女,2021-02-02
18716,67000210,臺南市安定區,60歲以上,30～34歲,0,女,2021-02-02
18717,67000210,臺南市安定區,60歲以上,35～39歲,0,女,2021-02-02
18718,67000210,臺南市安定區,60歲以上,40～44歲,0,女,2021-02-02
18719,67000210,臺南市安定區,60歲以上,45～49歲,0,女,2021-02-02
18720,67000210,臺南市安定區,60歲以上,50歲以上,0,女,2021-02-02
18721,67000220,臺南市山上區,未滿20歲,未滿15歲,0,男,2021-02-02
18722,67000220,臺南市山上區,未滿20歲,15～19歲,0,男,2021-02-02
18723,67000220,臺南市山上區,未滿20歲,20～24歲,0,男,2021-02-02
18724,67000220,臺南市山上區,未滿20歲,25～29歲,0,男,2021-02-02
18725,67000220,臺南市山上區,未滿20歲,30～34歲,0,男,2021-02-02
18726,67000220,臺南市山上區,未滿20歲,35～39歲,0,男,2021-02-02
18727,67000220,臺南市山上區,未滿20歲,40～44歲,0,男,2021-02-02
18728,67000220,臺南市山上區,未滿20歲,45～49歲,0,男,2021-02-02
18729,67000220,臺南市山上區,未滿20歲,50歲以上,0,男,2021-02-02
18730,67000220,臺南市山上區,未滿20歲,未滿15歲,0,女,2021-02-02
18731,67000220,臺南市山上區,未滿20歲,15～19歲,0,女,2021-02-02
18732,67000220,臺南市山上區,未滿20歲,20～24歲,0,女,2021-02-02
18733,67000220,臺南市山上區,未滿20歲,25～29歲,0,女,2021-02-02
18734,67000220,臺南市山上區,未滿20歲,30～34歲,0,女,2021-02-02
18735,67000220,臺南市山上區,未滿20歲,35～39歲,0,女,2021-02-02
18736,67000220,臺南市山上區,未滿20歲,40～44歲,0,女,2021-02-02
18737,67000220,臺南市山上區,未滿20歲,45～49歲,0,女,2021-02-02
18738,67000220,臺南市山上區,未滿20歲,50歲以上,0,女,2021-02-02
18739,67000220,臺南市山上區,20～24歲,未滿15歲,0,男,2021-02-02
18740,67000220,臺南市山上區,20～24歲,15～19歲,0,男,2021-02-02
18741,67000220,臺南市山上區,20～24歲,20～24歲,2,男,2021-02-02
18742,67000220,臺南市山上區,20～24歲,25～29歲,0,男,2021-02-02
18743,67000220,臺南市山上區,20～24歲,30～34歲,0,男,2021-02-02
18744,67000220,臺南市山上區,20～24歲,35～39歲,0,男,2021-02-02
18745,67000220,臺南市山上區,20～24歲,40～44歲,0,男,2021-02-02
18746,67000220,臺南市山上區,20～24歲,45～49歲,0,男,2021-02-02
18747,67000220,臺南市山上區,20～24歲,50歲以上,0,男,2021-02-02
18748,67000220,臺南市山上區,20～24歲,未滿15歲,0,女,2021-02-02
18749,67000220,臺南市山上區,20～24歲,15～19歲,0,女,2021-02-02
18750,67000220,臺南市山上區,20～24歲,20～24歲,3,女,2021-02-02
18751,67000220,臺南市山上區,20～24歲,25～29歲,0,女,2021-02-02
18752,67000220,臺南市山上區,20～24歲,30～34歲,0,女,2021-02-02
18753,67000220,臺南市山上區,20～24歲,35～39歲,0,女,2021-02-02
18754,67000220,臺南市山上區,20～24歲,40～44歲,0,女,2021-02-02
18755,67000220,臺南市山上區,20～24歲,45～49歲,0,女,2021-02-02
18756,67000220,臺南市山上區,20～24歲,50歲以上,0,女,2021-02-02
18757,67000220,臺南市山上區,25～29歲,未滿15歲,0,男,2021-02-02
18758,67000220,臺南市山上區,25～29歲,15～19歲,1,男,2021-02-02
18759,67000220,臺南市山上區,25～29歲,20～24歲,0,男,2021-02-02
18760,67000220,臺南市山上區,25～29歲,25～29歲,2,男,2021-02-02
18761,67000220,臺南市山上區,25～29歲,30～34歲,2,男,2021-02-02
18762,67000220,臺南市山上區,25～29歲,35～39歲,0,男,2021-02-02
18763,67000220,臺南市山上區,25～29歲,40～44歲,0,男,2021-02-02
18764,67000220,臺南市山上區,25～29歲,45～49歲,0,男,2021-02-02
