SEQ,SITE_CODE,SITE_NAME,SEX,BIRTH_CNT,FATHER_AGE,MOTHER_AGE,UPDATE_DATE
1904,65000110,新北市汐止區,女,16,40～44歲,30～34歲,20210202
1905,65000110,新北市汐止區,女,43,40～44歲,35～39歲,20210202
1906,65000110,新北市汐止區,女,20,40～44歲,40～44歲,20210202
1907,65000110,新北市汐止區,女,0,40～44歲,45～49歲,20210202
1908,65000110,新北市汐止區,女,0,40～44歲,50歲以上,20210202
1909,65000110,新北市汐止區,男,0,45～49歲,未滿15歲,20210202
1910,65000110,新北市汐止區,男,0,45～49歲,15～19歲,20210202
1911,65000110,新北市汐止區,男,2,45～49歲,20～24歲,20210202
1912,65000110,新北市汐止區,男,3,45～49歲,25～29歲,20210202
1913,65000110,新北市汐止區,男,3,45～49歲,30～34歲,20210202
1914,65000110,新北市汐止區,男,9,45～49歲,35～39歲,20210202
1915,65000110,新北市汐止區,男,8,45～49歲,40～44歲,20210202
1916,65000110,新北市汐止區,男,0,45～49歲,45～49歲,20210202
1917,65000110,新北市汐止區,男,0,45～49歲,50歲以上,20210202
1918,65000110,新北市汐止區,女,0,45～49歲,未滿15歲,20210202
1919,65000110,新北市汐止區,女,0,45～49歲,15～19歲,20210202
1920,65000110,新北市汐止區,女,1,45～49歲,20～24歲,20210202
1921,65000110,新北市汐止區,女,1,45～49歲,25～29歲,20210202
1922,65000110,新北市汐止區,女,3,45～49歲,30～34歲,20210202
1923,65000110,新北市汐止區,女,9,45～49歲,35～39歲,20210202
1924,65000110,新北市汐止區,女,8,45～49歲,40～44歲,20210202
1925,65000110,新北市汐止區,女,0,45～49歲,45～49歲,20210202
1926,65000110,新北市汐止區,女,0,45～49歲,50歲以上,20210202
1927,65000110,新北市汐止區,男,0,50～54歲,未滿15歲,20210202
1928,65000110,新北市汐止區,男,0,50～54歲,15～19歲,20210202
1929,65000110,新北市汐止區,男,1,50～54歲,20～24歲,20210202
1930,65000110,新北市汐止區,男,0,50～54歲,25～29歲,20210202
1931,65000110,新北市汐止區,男,0,50～54歲,30～34歲,20210202
1932,65000110,新北市汐止區,男,2,50～54歲,35～39歲,20210202
1933,65000110,新北市汐止區,男,2,50～54歲,40～44歲,20210202
1934,65000110,新北市汐止區,男,1,50～54歲,45～49歲,20210202
1935,65000110,新北市汐止區,男,0,50～54歲,50歲以上,20210202
1936,65000110,新北市汐止區,女,0,50～54歲,未滿15歲,20210202
1937,65000110,新北市汐止區,女,0,50～54歲,15～19歲,20210202
1938,65000110,新北市汐止區,女,0,50～54歲,20～24歲,20210202
1939,65000110,新北市汐止區,女,1,50～54歲,25～29歲,20210202
1940,65000110,新北市汐止區,女,3,50～54歲,30～34歲,20210202
1941,65000110,新北市汐止區,女,4,50～54歲,35～39歲,20210202
1942,65000110,新北市汐止區,女,1,50～54歲,40～44歲,20210202
1943,65000110,新北市汐止區,女,0,50～54歲,45～49歲,20210202
1944,65000110,新北市汐止區,女,0,50～54歲,50歲以上,20210202
1945,65000110,新北市汐止區,男,0,55～59歲,未滿15歲,20210202
1946,65000110,新北市汐止區,男,0,55～59歲,15～19歲,20210202
1947,65000110,新北市汐止區,男,0,55～59歲,20～24歲,20210202
1948,65000110,新北市汐止區,男,1,55～59歲,25～29歲,20210202
1949,65000110,新北市汐止區,男,0,55～59歲,30～34歲,20210202
1950,65000110,新北市汐止區,男,1,55～59歲,35～39歲,20210202
1951,65000110,新北市汐止區,男,0,55～59歲,40～44歲,20210202
1952,65000110,新北市汐止區,男,0,55～59歲,45～49歲,20210202
1953,65000110,新北市汐止區,男,1,55～59歲,50歲以上,20210202
1954,65000110,新北市汐止區,女,0,55～59歲,未滿15歲,20210202
1955,65000110,新北市汐止區,女,0,55～59歲,15～19歲,20210202
1956,65000110,新北市汐止區,女,0,55～59歲,20～24歲,20210202
1957,65000110,新北市汐止區,女,0,55～59歲,25～29歲,20210202
1958,65000110,新北市汐止區,女,0,55～59歲,30～34歲,20210202
1959,65000110,新北市汐止區,女,0,55～59歲,35～39歲,20210202
1960,65000110,新北市汐止區,女,1,55～59歲,40～44歲,20210202
1961,65000110,新北市汐止區,女,0,55～59歲,45～49歲,20210202
1962,65000110,新北市汐止區,女,0,55～59歲,50歲以上,20210202
1963,65000110,新北市汐止區,男,0,60歲以上,未滿15歲,20210202
1964,65000110,新北市汐止區,男,0,60歲以上,15～19歲,20210202
1965,65000110,新北市汐止區,男,0,60歲以上,20～24歲,20210202
1966,65000110,新北市汐止區,男,0,60歲以上,25～29歲,20210202
1967,65000110,新北市汐止區,男,0,60歲以上,30～34歲,20210202
1968,65000110,新北市汐止區,男,0,60歲以上,35～39歲,20210202
1969,65000110,新北市汐止區,男,0,60歲以上,40～44歲,20210202
1970,65000110,新北市汐止區,男,0,60歲以上,45～49歲,20210202
1971,65000110,新北市汐止區,男,0,60歲以上,50歲以上,20210202
1972,65000110,新北市汐止區,女,0,60歲以上,未滿15歲,20210202
1973,65000110,新北市汐止區,女,0,60歲以上,15～19歲,20210202
1974,65000110,新北市汐止區,女,0,60歲以上,20～24歲,20210202
1975,65000110,新北市汐止區,女,0,60歲以上,25～29歲,20210202
1976,65000110,新北市汐止區,女,0,60歲以上,30～34歲,20210202
1977,65000110,新北市汐止區,女,0,60歲以上,35～39歲,20210202
1978,65000110,新北市汐止區,女,0,60歲以上,40～44歲,20210202
1979,65000110,新北市汐止區,女,0,60歲以上,45～49歲,20210202
1980,65000110,新北市汐止區,女,0,60歲以上,50歲以上,20210202
1981,65000120,新北市瑞芳區,男,0,未滿20歲,未滿15歲,20210202
1982,65000120,新北市瑞芳區,男,2,未滿20歲,15～19歲,20210202
1983,65000120,新北市瑞芳區,男,1,未滿20歲,20～24歲,20210202
1984,65000120,新北市瑞芳區,男,0,未滿20歲,25～29歲,20210202
1985,65000120,新北市瑞芳區,男,0,未滿20歲,30～34歲,20210202
1986,65000120,新北市瑞芳區,男,0,未滿20歲,35～39歲,20210202
1987,65000120,新北市瑞芳區,男,0,未滿20歲,40～44歲,20210202
1988,65000120,新北市瑞芳區,男,0,未滿20歲,45～49歲,20210202
1989,65000120,新北市瑞芳區,男,0,未滿20歲,50歲以上,20210202
1990,65000120,新北市瑞芳區,女,0,未滿20歲,未滿15歲,20210202
1991,65000120,新北市瑞芳區,女,0,未滿20歲,15～19歲,20210202
1992,65000120,新北市瑞芳區,女,1,未滿20歲,20～24歲,20210202
1993,65000120,新北市瑞芳區,女,0,未滿20歲,25～29歲,20210202
1994,65000120,新北市瑞芳區,女,0,未滿20歲,30～34歲,20210202
1995,65000120,新北市瑞芳區,女,0,未滿20歲,35～39歲,20210202
1996,65000120,新北市瑞芳區,女,0,未滿20歲,40～44歲,20210202
1997,65000120,新北市瑞芳區,女,0,未滿20歲,45～49歲,20210202
1998,65000120,新北市瑞芳區,女,0,未滿20歲,50歲以上,20210202
1999,65000120,新北市瑞芳區,男,0,20～24歲,未滿15歲,20210202
2000,65000120,新北市瑞芳區,男,1,20～24歲,15～19歲,20210202
2001,65000120,新北市瑞芳區,男,2,20～24歲,20～24歲,20210202
2002,65000120,新北市瑞芳區,男,1,20～24歲,25～29歲,20210202
2003,65000120,新北市瑞芳區,男,1,20～24歲,30～34歲,20210202
2004,65000120,新北市瑞芳區,男,0,20～24歲,35～39歲,20210202
2005,65000120,新北市瑞芳區,男,0,20～24歲,40～44歲,20210202
2006,65000120,新北市瑞芳區,男,0,20～24歲,45～49歲,20210202
2007,65000120,新北市瑞芳區,男,0,20～24歲,50歲以上,20210202
2008,65000120,新北市瑞芳區,女,0,20～24歲,未滿15歲,20210202
2009,65000120,新北市瑞芳區,女,0,20～24歲,15～19歲,20210202
2010,65000120,新北市瑞芳區,女,2,20～24歲,20～24歲,20210202
2011,65000120,新北市瑞芳區,女,0,20～24歲,25～29歲,20210202
2012,65000120,新北市瑞芳區,女,2,20～24歲,30～34歲,20210202
2013,65000120,新北市瑞芳區,女,0,20～24歲,35～39歲,20210202
2014,65000120,新北市瑞芳區,女,0,20～24歲,40～44歲,20210202
2015,65000120,新北市瑞芳區,女,0,20～24歲,45～49歲,20210202
2016,65000120,新北市瑞芳區,女,0,20～24歲,50歲以上,20210202
2017,65000120,新北市瑞芳區,男,0,25～29歲,未滿15歲,20210202
2018,65000120,新北市瑞芳區,男,0,25～29歲,15～19歲,20210202
2019,65000120,新北市瑞芳區,男,3,25～29歲,20～24歲,20210202
2020,65000120,新北市瑞芳區,男,14,25～29歲,25～29歲,20210202
2021,65000120,新北市瑞芳區,男,4,25～29歲,30～34歲,20210202
2022,65000120,新北市瑞芳區,男,2,25～29歲,35～39歲,20210202
2023,65000120,新北市瑞芳區,男,1,25～29歲,40～44歲,20210202
2024,65000120,新北市瑞芳區,男,0,25～29歲,45～49歲,20210202
2025,65000120,新北市瑞芳區,男,0,25～29歲,50歲以上,20210202
2026,65000120,新北市瑞芳區,女,0,25～29歲,未滿15歲,20210202
2027,65000120,新北市瑞芳區,女,0,25～29歲,15～19歲,20210202
2028,65000120,新北市瑞芳區,女,3,25～29歲,20～24歲,20210202
2029,65000120,新北市瑞芳區,女,25,25～29歲,25～29歲,20210202
2030,65000120,新北市瑞芳區,女,4,25～29歲,30～34歲,20210202
2031,65000120,新北市瑞芳區,女,0,25～29歲,35～39歲,20210202
2032,65000120,新北市瑞芳區,女,0,25～29歲,40～44歲,20210202
2033,65000120,新北市瑞芳區,女,0,25～29歲,45～49歲,20210202
2034,65000120,新北市瑞芳區,女,0,25～29歲,50歲以上,20210202
2035,65000120,新北市瑞芳區,男,0,30～34歲,未滿15歲,20210202
2036,65000120,新北市瑞芳區,男,1,30～34歲,15～19歲,20210202
2037,65000120,新北市瑞芳區,男,4,30～34歲,20～24歲,20210202
2038,65000120,新北市瑞芳區,男,10,30～34歲,25～29歲,20210202
2039,65000120,新北市瑞芳區,男,16,30～34歲,30～34歲,20210202
2040,65000120,新北市瑞芳區,男,7,30～34歲,35～39歲,20210202
2041,65000120,新北市瑞芳區,男,0,30～34歲,40～44歲,20210202
2042,65000120,新北市瑞芳區,男,0,30～34歲,45～49歲,20210202
2043,65000120,新北市瑞芳區,男,0,30～34歲,50歲以上,20210202
2044,65000120,新北市瑞芳區,女,0,30～34歲,未滿15歲,20210202
2045,65000120,新北市瑞芳區,女,0,30～34歲,15～19歲,20210202
2046,65000120,新北市瑞芳區,女,2,30～34歲,20～24歲,20210202
2047,65000120,新北市瑞芳區,女,7,30～34歲,25～29歲,20210202
2048,65000120,新北市瑞芳區,女,18,30～34歲,30～34歲,20210202
2049,65000120,新北市瑞芳區,女,4,30～34歲,35～39歲,20210202
2050,65000120,新北市瑞芳區,女,0,30～34歲,40～44歲,20210202
2051,65000120,新北市瑞芳區,女,0,30～34歲,45～49歲,20210202
2052,65000120,新北市瑞芳區,女,0,30～34歲,50歲以上,20210202
2053,65000120,新北市瑞芳區,男,0,35～39歲,未滿15歲,20210202
2054,65000120,新北市瑞芳區,男,0,35～39歲,15～19歲,20210202
2055,65000120,新北市瑞芳區,男,4,35～39歲,20～24歲,20210202
2056,65000120,新北市瑞芳區,男,5,35～39歲,25～29歲,20210202
2057,65000120,新北市瑞芳區,男,14,35～39歲,30～34歲,20210202
2058,65000120,新北市瑞芳區,男,14,35～39歲,35～39歲,20210202
2059,65000120,新北市瑞芳區,男,2,35～39歲,40～44歲,20210202
2060,65000120,新北市瑞芳區,男,0,35～39歲,45～49歲,20210202
2061,65000120,新北市瑞芳區,男,0,35～39歲,50歲以上,20210202
2062,65000120,新北市瑞芳區,女,0,35～39歲,未滿15歲,20210202
2063,65000120,新北市瑞芳區,女,0,35～39歲,15～19歲,20210202
2064,65000120,新北市瑞芳區,女,0,35～39歲,20～24歲,20210202
2065,65000120,新北市瑞芳區,女,3,35～39歲,25～29歲,20210202
2066,65000120,新北市瑞芳區,女,11,35～39歲,30～34歲,20210202
2067,65000120,新北市瑞芳區,女,12,35～39歲,35～39歲,20210202
2068,65000120,新北市瑞芳區,女,0,35～39歲,40～44歲,20210202
2069,65000120,新北市瑞芳區,女,0,35～39歲,45～49歲,20210202
2070,65000120,新北市瑞芳區,女,0,35～39歲,50歲以上,20210202
2071,65000120,新北市瑞芳區,男,0,40～44歲,未滿15歲,20210202
2072,65000120,新北市瑞芳區,男,0,40～44歲,15～19歲,20210202
2073,65000120,新北市瑞芳區,男,0,40～44歲,20～24歲,20210202
2074,65000120,新北市瑞芳區,男,1,40～44歲,25～29歲,20210202
2075,65000120,新北市瑞芳區,男,3,40～44歲,30～34歲,20210202
2076,65000120,新北市瑞芳區,男,6,40～44歲,35～39歲,20210202
2077,65000120,新北市瑞芳區,男,1,40～44歲,40～44歲,20210202
2078,65000120,新北市瑞芳區,男,0,40～44歲,45～49歲,20210202
2079,65000120,新北市瑞芳區,男,0,40～44歲,50歲以上,20210202
2080,65000120,新北市瑞芳區,女,0,40～44歲,未滿15歲,20210202
2081,65000120,新北市瑞芳區,女,0,40～44歲,15～19歲,20210202
2082,65000120,新北市瑞芳區,女,1,40～44歲,20～24歲,20210202
2083,65000120,新北市瑞芳區,女,1,40～44歲,25～29歲,20210202
2084,65000120,新北市瑞芳區,女,4,40～44歲,30～34歲,20210202
2085,65000120,新北市瑞芳區,女,8,40～44歲,35～39歲,20210202
2086,65000120,新北市瑞芳區,女,2,40～44歲,40～44歲,20210202
2087,65000120,新北市瑞芳區,女,0,40～44歲,45～49歲,20210202
2088,65000120,新北市瑞芳區,女,0,40～44歲,50歲以上,20210202
2089,65000120,新北市瑞芳區,男,0,45～49歲,未滿15歲,20210202
2090,65000120,新北市瑞芳區,男,0,45～49歲,15～19歲,20210202
2091,65000120,新北市瑞芳區,男,0,45～49歲,20～24歲,20210202
2092,65000120,新北市瑞芳區,男,0,45～49歲,25～29歲,20210202
2093,65000120,新北市瑞芳區,男,2,45～49歲,30～34歲,20210202
2094,65000120,新北市瑞芳區,男,1,45～49歲,35～39歲,20210202
2095,65000120,新北市瑞芳區,男,0,45～49歲,40～44歲,20210202
2096,65000120,新北市瑞芳區,男,0,45～49歲,45～49歲,20210202
2097,65000120,新北市瑞芳區,男,0,45～49歲,50歲以上,20210202
2098,65000120,新北市瑞芳區,女,0,45～49歲,未滿15歲,20210202
2099,65000120,新北市瑞芳區,女,0,45～49歲,15～19歲,20210202
2100,65000120,新北市瑞芳區,女,0,45～49歲,20～24歲,20210202
2101,65000120,新北市瑞芳區,女,0,45～49歲,25～29歲,20210202
2102,65000120,新北市瑞芳區,女,0,45～49歲,30～34歲,20210202
2103,65000120,新北市瑞芳區,女,3,45～49歲,35～39歲,20210202
2104,65000120,新北市瑞芳區,女,0,45～49歲,40～44歲,20210202
2105,65000120,新北市瑞芳區,女,0,45～49歲,45～49歲,20210202
2106,65000120,新北市瑞芳區,女,0,45～49歲,50歲以上,20210202
2107,65000120,新北市瑞芳區,男,0,50～54歲,未滿15歲,20210202
2108,65000120,新北市瑞芳區,男,0,50～54歲,15～19歲,20210202
2109,65000120,新北市瑞芳區,男,0,50～54歲,20～24歲,20210202
2110,65000120,新北市瑞芳區,男,0,50～54歲,25～29歲,20210202
2111,65000120,新北市瑞芳區,男,0,50～54歲,30～34歲,20210202
2112,65000120,新北市瑞芳區,男,0,50～54歲,35～39歲,20210202
2113,65000120,新北市瑞芳區,男,0,50～54歲,40～44歲,20210202
2114,65000120,新北市瑞芳區,男,0,50～54歲,45～49歲,20210202
2115,65000120,新北市瑞芳區,男,0,50～54歲,50歲以上,20210202
2116,65000120,新北市瑞芳區,女,0,50～54歲,未滿15歲,20210202
2117,65000120,新北市瑞芳區,女,0,50～54歲,15～19歲,20210202
2118,65000120,新北市瑞芳區,女,0,50～54歲,20～24歲,20210202
2119,65000120,新北市瑞芳區,女,0,50～54歲,25～29歲,20210202
2120,65000120,新北市瑞芳區,女,0,50～54歲,30～34歲,20210202
2121,65000120,新北市瑞芳區,女,1,50～54歲,35～39歲,20210202
2122,65000120,新北市瑞芳區,女,0,50～54歲,40～44歲,20210202
2123,65000120,新北市瑞芳區,女,0,50～54歲,45～49歲,20210202
2124,65000120,新北市瑞芳區,女,0,50～54歲,50歲以上,20210202
2125,65000120,新北市瑞芳區,男,0,55～59歲,未滿15歲,20210202
2126,65000120,新北市瑞芳區,男,0,55～59歲,15～19歲,20210202
2127,65000120,新北市瑞芳區,男,0,55～59歲,20～24歲,20210202
2128,65000120,新北市瑞芳區,男,0,55～59歲,25～29歲,20210202
2129,65000120,新北市瑞芳區,男,0,55～59歲,30～34歲,20210202
2130,65000120,新北市瑞芳區,男,0,55～59歲,35～39歲,20210202
2131,65000120,新北市瑞芳區,男,0,55～59歲,40～44歲,20210202
2132,65000120,新北市瑞芳區,男,0,55～59歲,45～49歲,20210202
2133,65000120,新北市瑞芳區,男,0,55～59歲,50歲以上,20210202
2134,65000120,新北市瑞芳區,女,0,55～59歲,未滿15歲,20210202
2135,65000120,新北市瑞芳區,女,0,55～59歲,15～19歲,20210202
2136,65000120,新北市瑞芳區,女,0,55～59歲,20～24歲,20210202
2137,65000120,新北市瑞芳區,女,0,55～59歲,25～29歲,20210202
2138,65000120,新北市瑞芳區,女,0,55～59歲,30～34歲,20210202
2139,65000120,新北市瑞芳區,女,0,55～59歲,35～39歲,20210202
2140,65000120,新北市瑞芳區,女,0,55～59歲,40～44歲,20210202
2141,65000120,新北市瑞芳區,女,0,55～59歲,45～49歲,20210202
2142,65000120,新北市瑞芳區,女,0,55～59歲,50歲以上,20210202
2143,65000120,新北市瑞芳區,男,0,60歲以上,未滿15歲,20210202
2144,65000120,新北市瑞芳區,男,0,60歲以上,15～19歲,20210202
2145,65000120,新北市瑞芳區,男,0,60歲以上,20～24歲,20210202
2146,65000120,新北市瑞芳區,男,0,60歲以上,25～29歲,20210202
2147,65000120,新北市瑞芳區,男,0,60歲以上,30～34歲,20210202
2148,65000120,新北市瑞芳區,男,0,60歲以上,35～39歲,20210202
2149,65000120,新北市瑞芳區,男,0,60歲以上,40～44歲,20210202
2150,65000120,新北市瑞芳區,男,0,60歲以上,45～49歲,20210202
2151,65000120,新北市瑞芳區,男,0,60歲以上,50歲以上,20210202
2152,65000120,新北市瑞芳區,女,0,60歲以上,未滿15歲,20210202
2153,65000120,新北市瑞芳區,女,0,60歲以上,15～19歲,20210202
2154,65000120,新北市瑞芳區,女,0,60歲以上,20～24歲,20210202
2155,65000120,新北市瑞芳區,女,0,60歲以上,25～29歲,20210202
2156,65000120,新北市瑞芳區,女,0,60歲以上,30～34歲,20210202
2157,65000120,新北市瑞芳區,女,0,60歲以上,35～39歲,20210202
2158,65000120,新北市瑞芳區,女,0,60歲以上,40～44歲,20210202
2159,65000120,新北市瑞芳區,女,0,60歲以上,45～49歲,20210202
2160,65000120,新北市瑞芳區,女,0,60歲以上,50歲以上,20210202
2161,65000130,新北市土城區,男,0,未滿20歲,未滿15歲,20210202
2162,65000130,新北市土城區,男,0,未滿20歲,15～19歲,20210202
2163,65000130,新北市土城區,男,0,未滿20歲,20～24歲,20210202
2164,65000130,新北市土城區,男,0,未滿20歲,25～29歲,20210202
2165,65000130,新北市土城區,男,0,未滿20歲,30～34歲,20210202
2166,65000130,新北市土城區,男,0,未滿20歲,35～39歲,20210202
2167,65000130,新北市土城區,男,0,未滿20歲,40～44歲,20210202
2168,65000130,新北市土城區,男,0,未滿20歲,45～49歲,20210202
2169,65000130,新北市土城區,男,0,未滿20歲,50歲以上,20210202
2170,65000130,新北市土城區,女,0,未滿20歲,未滿15歲,20210202
2171,65000130,新北市土城區,女,1,未滿20歲,15～19歲,20210202
2172,65000130,新北市土城區,女,0,未滿20歲,20～24歲,20210202
2173,65000130,新北市土城區,女,0,未滿20歲,25～29歲,20210202
2174,65000130,新北市土城區,女,0,未滿20歲,30～34歲,20210202
2175,65000130,新北市土城區,女,0,未滿20歲,35～39歲,20210202
2176,65000130,新北市土城區,女,0,未滿20歲,40～44歲,20210202
2177,65000130,新北市土城區,女,0,未滿20歲,45～49歲,20210202
2178,65000130,新北市土城區,女,0,未滿20歲,50歲以上,20210202
2179,65000130,新北市土城區,男,0,20～24歲,未滿15歲,20210202
2180,65000130,新北市土城區,男,2,20～24歲,15～19歲,20210202
2181,65000130,新北市土城區,男,20,20～24歲,20～24歲,20210202
2182,65000130,新北市土城區,男,4,20～24歲,25～29歲,20210202
2183,65000130,新北市土城區,男,1,20～24歲,30～34歲,20210202
2184,65000130,新北市土城區,男,0,20～24歲,35～39歲,20210202
2185,65000130,新北市土城區,男,0,20～24歲,40～44歲,20210202
2186,65000130,新北市土城區,男,0,20～24歲,45～49歲,20210202
2187,65000130,新北市土城區,男,0,20～24歲,50歲以上,20210202
2188,65000130,新北市土城區,女,0,20～24歲,未滿15歲,20210202
2189,65000130,新北市土城區,女,4,20～24歲,15～19歲,20210202
2190,65000130,新北市土城區,女,22,20～24歲,20～24歲,20210202
2191,65000130,新北市土城區,女,4,20～24歲,25～29歲,20210202
2192,65000130,新北市土城區,女,1,20～24歲,30～34歲,20210202
2193,65000130,新北市土城區,女,0,20～24歲,35～39歲,20210202
2194,65000130,新北市土城區,女,0,20～24歲,40～44歲,20210202
2195,65000130,新北市土城區,女,0,20～24歲,45～49歲,20210202
2196,65000130,新北市土城區,女,0,20～24歲,50歲以上,20210202
2197,65000130,新北市土城區,男,0,25～29歲,未滿15歲,20210202
2198,65000130,新北市土城區,男,1,25～29歲,15～19歲,20210202
2199,65000130,新北市土城區,男,25,25～29歲,20～24歲,20210202
2200,65000130,新北市土城區,男,66,25～29歲,25～29歲,20210202
2201,65000130,新北市土城區,男,21,25～29歲,30～34歲,20210202
2202,65000130,新北市土城區,男,7,25～29歲,35～39歲,20210202
2203,65000130,新北市土城區,男,0,25～29歲,40～44歲,20210202
2204,65000130,新北市土城區,男,0,25～29歲,45～49歲,20210202
2205,65000130,新北市土城區,男,0,25～29歲,50歲以上,20210202
2206,65000130,新北市土城區,女,0,25～29歲,未滿15歲,20210202
2207,65000130,新北市土城區,女,2,25～29歲,15～19歲,20210202
2208,65000130,新北市土城區,女,19,25～29歲,20～24歲,20210202
2209,65000130,新北市土城區,女,70,25～29歲,25～29歲,20210202
2210,65000130,新北市土城區,女,17,25～29歲,30～34歲,20210202
2211,65000130,新北市土城區,女,4,25～29歲,35～39歲,20210202
2212,65000130,新北市土城區,女,2,25～29歲,40～44歲,20210202
2213,65000130,新北市土城區,女,0,25～29歲,45～49歲,20210202
2214,65000130,新北市土城區,女,0,25～29歲,50歲以上,20210202
2215,65000130,新北市土城區,男,0,30～34歲,未滿15歲,20210202
2216,65000130,新北市土城區,男,3,30～34歲,15～19歲,20210202
2217,65000130,新北市土城區,男,11,30～34歲,20～24歲,20210202
2218,65000130,新北市土城區,男,60,30～34歲,25～29歲,20210202
2219,65000130,新北市土城區,男,181,30～34歲,30～34歲,20210202
2220,65000130,新北市土城區,男,26,30～34歲,35～39歲,20210202
2221,65000130,新北市土城區,男,3,30～34歲,40～44歲,20210202
2222,65000130,新北市土城區,男,1,30～34歲,45～49歲,20210202
2223,65000130,新北市土城區,男,0,30～34歲,50歲以上,20210202
2224,65000130,新北市土城區,女,0,30～34歲,未滿15歲,20210202
2225,65000130,新北市土城區,女,0,30～34歲,15～19歲,20210202
2226,65000130,新北市土城區,女,10,30～34歲,20～24歲,20210202
2227,65000130,新北市土城區,女,47,30～34歲,25～29歲,20210202
2228,65000130,新北市土城區,女,135,30～34歲,30～34歲,20210202
2229,65000130,新北市土城區,女,41,30～34歲,35～39歲,20210202
2230,65000130,新北市土城區,女,5,30～34歲,40～44歲,20210202
2231,65000130,新北市土城區,女,0,30～34歲,45～49歲,20210202
2232,65000130,新北市土城區,女,0,30～34歲,50歲以上,20210202
2233,65000130,新北市土城區,男,0,35～39歲,未滿15歲,20210202
2234,65000130,新北市土城區,男,0,35～39歲,15～19歲,20210202
2235,65000130,新北市土城區,男,7,35～39歲,20～24歲,20210202
2236,65000130,新北市土城區,男,24,35～39歲,25～29歲,20210202
2237,65000130,新北市土城區,男,101,35～39歲,30～34歲,20210202
2238,65000130,新北市土城區,男,126,35～39歲,35～39歲,20210202
2239,65000130,新北市土城區,男,8,35～39歲,40～44歲,20210202
2240,65000130,新北市土城區,男,0,35～39歲,45～49歲,20210202
2241,65000130,新北市土城區,男,0,35～39歲,50歲以上,20210202
2242,65000130,新北市土城區,女,0,35～39歲,未滿15歲,20210202
2243,65000130,新北市土城區,女,2,35～39歲,15～19歲,20210202
2244,65000130,新北市土城區,女,6,35～39歲,20～24歲,20210202
2245,65000130,新北市土城區,女,28,35～39歲,25～29歲,20210202
2246,65000130,新北市土城區,女,79,35～39歲,30～34歲,20210202
2247,65000130,新北市土城區,女,108,35～39歲,35～39歲,20210202
2248,65000130,新北市土城區,女,13,35～39歲,40～44歲,20210202
2249,65000130,新北市土城區,女,0,35～39歲,45～49歲,20210202
2250,65000130,新北市土城區,女,1,35～39歲,50歲以上,20210202
2251,65000130,新北市土城區,男,0,40～44歲,未滿15歲,20210202
2252,65000130,新北市土城區,男,1,40～44歲,15～19歲,20210202
2253,65000130,新北市土城區,男,3,40～44歲,20～24歲,20210202
2254,65000130,新北市土城區,男,8,40～44歲,25～29歲,20210202
2255,65000130,新北市土城區,男,20,40～44歲,30～34歲,20210202
2256,65000130,新北市土城區,男,46,40～44歲,35～39歲,20210202
2257,65000130,新北市土城區,男,24,40～44歲,40～44歲,20210202
2258,65000130,新北市土城區,男,2,40～44歲,45～49歲,20210202
2259,65000130,新北市土城區,男,0,40～44歲,50歲以上,20210202
2260,65000130,新北市土城區,女,0,40～44歲,未滿15歲,20210202
2261,65000130,新北市土城區,女,0,40～44歲,15～19歲,20210202
2262,65000130,新北市土城區,女,5,40～44歲,20～24歲,20210202
2263,65000130,新北市土城區,女,7,40～44歲,25～29歲,20210202
2264,65000130,新北市土城區,女,21,40～44歲,30～34歲,20210202
2265,65000130,新北市土城區,女,53,40～44歲,35～39歲,20210202
2266,65000130,新北市土城區,女,18,40～44歲,40～44歲,20210202
2267,65000130,新北市土城區,女,0,40～44歲,45～49歲,20210202
2268,65000130,新北市土城區,女,0,40～44歲,50歲以上,20210202
2269,65000130,新北市土城區,男,0,45～49歲,未滿15歲,20210202
2270,65000130,新北市土城區,男,0,45～49歲,15～19歲,20210202
2271,65000130,新北市土城區,男,3,45～49歲,20～24歲,20210202
2272,65000130,新北市土城區,男,1,45～49歲,25～29歲,20210202
2273,65000130,新北市土城區,男,4,45～49歲,30～34歲,20210202
2274,65000130,新北市土城區,男,7,45～49歲,35～39歲,20210202
2275,65000130,新北市土城區,男,6,45～49歲,40～44歲,20210202
2276,65000130,新北市土城區,男,2,45～49歲,45～49歲,20210202
2277,65000130,新北市土城區,男,0,45～49歲,50歲以上,20210202
2278,65000130,新北市土城區,女,0,45～49歲,未滿15歲,20210202
2279,65000130,新北市土城區,女,0,45～49歲,15～19歲,20210202
2280,65000130,新北市土城區,女,0,45～49歲,20～24歲,20210202
2281,65000130,新北市土城區,女,1,45～49歲,25～29歲,20210202
2282,65000130,新北市土城區,女,3,45～49歲,30～34歲,20210202
2283,65000130,新北市土城區,女,9,45～49歲,35～39歲,20210202
2284,65000130,新北市土城區,女,7,45～49歲,40～44歲,20210202
2285,65000130,新北市土城區,女,0,45～49歲,45～49歲,20210202
2286,65000130,新北市土城區,女,0,45～49歲,50歲以上,20210202
2287,65000130,新北市土城區,男,0,50～54歲,未滿15歲,20210202
2288,65000130,新北市土城區,男,0,50～54歲,15～19歲,20210202
2289,65000130,新北市土城區,男,0,50～54歲,20～24歲,20210202
2290,65000130,新北市土城區,男,0,50～54歲,25～29歲,20210202
2291,65000130,新北市土城區,男,2,50～54歲,30～34歲,20210202
2292,65000130,新北市土城區,男,0,50～54歲,35～39歲,20210202
